step,mode,tier,carbon,gap,completion,ontime,forced,decisions,agreement,mean_offset,mean_absolute_offset_difference,site_histogram,entropy,kl_prior,prior_action_prob,residual_min,residual_max,value_mean
16000,recurrent,shrink75,0.0011772014166666663,0.22472028003183486,1.0,1.0,0,35,0.02857142857142857,52.34285714285714,23.65714285714286,"[20, 12, 3, 0, 0]",4.673621772994307,0.07790420447125279,0.014664683453188781,-2.3326187133789062,1.4419896602630615,-1.2330286006842341
24000,legacy,godeye,0.0006174487777777795,0.019281533537465645,1.0,1.0,0,35,0.08571428571428572,46.17142857142857,16.114285714285714,"[19, 11, 5, 0, 0]",4.076021859209569,0.16149723213207207,0.03435106830208943,-3.302428722381592,1.5642814636230469,-0.9380218143974032
24000,legacy,shrink0,0.004733418277777798,0.005519018212014393,1.0,1.0,0,35,0.0,60.285714285714285,60.285714285714285,"[6, 29, 0, 0, 0]",5.085500629269037,0.17350669056794657,0.00020037915339195288,-3.382966995239258,1.5480048656463623,-0.043639311407293595
24000,legacy,shrink75,0.0013788436759259242,0.4345020223317402,1.0,1.0,0,35,0.05714285714285714,52.285714285714285,19.742857142857144,"[17, 15, 3, 0, 0]",4.6041076512241395,0.1639772887755547,0.0157635129436952,-3.3088836669921875,1.5220527648925781,-1.0008181197302681
24000,recurrent,godeye,0.0006502702685185198,0.07346309582933852,1.0,1.0,0,35,0.08571428571428572,51.68571428571428,21.114285714285714,"[19, 10, 6, 0, 0]",4.0444865474500515,0.13823936636769418,0.036991958768178686,-3.1947555541992188,1.5892257690429688,-1.34497689136437
24000,recurrent,shrink0,0.0053871257870370635,0.14438596263442638,1.0,1.0,0,35,0.0,64.28571428571429,64.28571428571429,"[0, 28, 7, 0, 0]",4.9479116580362765,0.12495116926588923,0.0010976136762811165,-3.280851364135742,1.6988484859466553,-0.4791165977716446
24000,recurrent,shrink75,0.001034772703703704,0.0765422955723023,1.0,1.0,0,35,0.0,51.17142857142857,24.62857142857143,"[10, 20, 5, 0, 0]",4.666468011938966,0.13275962966228413,0.012144275461653375,-3.225065231323242,1.550130844116211,-1.3985041422503335
32000,legacy,godeye,0.0006372767592592598,0.05201347195693007,1.0,1.0,0,35,0.05714285714285714,29.4,4.9714285714285715,"[8, 20, 7, 0, 0]",4.031563281238658,0.23701645307302524,0.02720362917802175,-4.010255813598633,2.1134910583496094,-0.5793596739215511
32000,legacy,shrink0,0.0046268151481481555,-0.01712666149619202,1.0,1.0,0,35,0.0,11.0,14.371428571428572,"[19, 16, 0, 0, 0]",5.0967310286092,0.25712170616649244,0.001422141065852658,-4.131879806518555,2.0831453800201416,0.6290009172899382
32000,legacy,shrink75,0.0012349379351851847,0.2847873884526577,1.0,1.0,0,35,0.0,31.771428571428572,11.514285714285714,"[9, 23, 3, 0, 0]",4.655875198579741,0.2390471633548607,0.011242770641893484,-4.031672716140747,2.071065902709961,-0.7331590656723295
32000,recurrent,godeye,0.0006511059907407428,0.07484270213667399,1.0,1.0,0,35,0.08571428571428572,42.628571428571426,16.257142857142856,"[6, 23, 6, 0, 0]",4.005010101015073,0.20258227096059273,0.031325450505378834,-3.9366016387939453,1.9300932884216309,-1.775626994988748
32000,recurrent,shrink0,0.0047997651851852015,0.01961307736391671,1.0,1.0,0,35,0.0,40.0,38.08571428571429,"[16, 19, 0, 0, 0]",5.0969932876053905,0.20163869318572808,0.0016888723965386365,-4.020805358886719,1.9565792083740234,-0.5048472144774028
32000,recurrent,shrink75,0.0014626646388888882,0.5217064987952675,1.0,1.0,0,35,0.02857142857142857,46.22857142857143,18.6,"[7, 24, 4, 0, 0]",4.4845840915623265,0.20400799162254674,0.016587920356503395,-3.97222900390625,2.19350004196167,-1.9058873433087553
40000,legacy,godeye,0.000666994805555556,0.1010718827803263,1.0,1.0,0,35,0.02857142857142857,29.085714285714285,7.6571428571428575,"[8, 20, 7, 0, 0]",3.947921064411058,0.3219726676748626,0.026390894539632188,-4.51017951965332,2.479015827178955,-0.6309964780296599
40000,legacy,shrink0,0.004138574611111112,-0.120843492894256,1.0,1.0,0,35,0.0,11.0,13.82857142857143,"[18, 17, 0, 0, 0]",5.003958538294047,0.34898863136644465,0.0016760521050342247,-4.601808547973633,2.511678457260132,0.5499074001397405
40000,legacy,shrink75,0.0012106022870370379,0.25946940854472667,1.0,1.0,0,35,0.02857142857142857,25.0,12.885714285714286,"[8, 23, 4, 0, 0]",4.577338508172413,0.3299880696287554,0.010017898098604015,-4.544947624206543,2.441880464553833,-0.6922030806541443
40000,recurrent,godeye,0.0006843909444444459,0.12978934690441912,1.0,1.0,0,35,0.05714285714285714,44.4,21.228571428571428,"[10, 20, 5, 0, 0]",3.946230397116024,0.27599134245938706,0.03475983219545856,-4.400110244750977,2.7616631984710693,-1.9876543054623264
40000,recurrent,shrink0,0.004326975638888897,-0.08082150342194816,1.0,1.0,0,35,0.0,43.48571428571429,35.142857142857146,"[20, 14, 1, 0, 0]",5.0280676453850806,0.2652240229852074,0.0019488829216808914,-4.383583068847656,2.722963809967041,-0.8929243487971169
40000,recurrent,shrink75,0.001135880462962965,0.18173136643158116,1.0,1.0,0,35,0.02857142857142857,42.97142857142857,22.085714285714285,"[9, 22, 4, 0, 0]",4.55330011878157,0.2822866308585293,0.011179294937473968,-4.433189392089844,2.7507026195526123,-1.996760575260435
48000,legacy,godeye,0.0006209326574074073,0.025032705617403117,1.0,1.0,0,35,0.0,27.82857142857143,8.0,"[13, 18, 4, 0, 0]",3.9260008140355085,0.33926120482361366,0.01647958994281597,-4.704034805297852,2.5050323009490967,-0.7214125520416669
48000,legacy,shrink0,0.0051123742962962985,0.08602056304171568,1.0,1.0,0,35,0.0,8.428571428571429,8.4,"[18, 17, 0, 0, 0]",4.995911694845553,0.36197044005439666,0.00037792304488556765,-4.567292213439941,2.5177104473114014,0.7094001899872507
48000,legacy,shrink75,0.0009936814444444447,0.03379234825287014,1.0,1.0,0,35,0.0,24.65714285714286,9.028571428571428,"[16, 16, 3, 0, 0]",4.591640326187004,0.34040361527005725,0.009638401225518798,-4.681193590164185,2.4617998600006104,-0.7148145141346114
48000,recurrent,godeye,0.0006733732037037052,0.11160131239448257,1.0,1.0,0,35,0.05714285714285714,43.542857142857144,19.2,"[11, 19, 5, 0, 0]",3.913737020174868,0.3320278205774126,0.03331407312440678,-4.361235618591309,3.132568359375,-1.973033214041165
48000,recurrent,shrink0,0.004458946805555558,-0.05278689710753348,1.0,1.0,0,35,0.0,33.457142857142856,27.02857142857143,"[22, 7, 6, 0, 0]",4.9016144343483266,0.33293766892099497,0.003607372902820789,-4.30906343460083,2.9706287384033203,-0.5565237964902605
48000,recurrent,shrink75,0.0012905525925925925,0.3426469848051159,1.0,1.0,0,35,0.05714285714285714,44.8,24.428571428571427,"[9, 22, 4, 0, 0]",4.433601870363843,0.30913332163911245,0.01847160061424994,-4.399751663208008,2.851482391357422,-2.075196355155536
56000,legacy,godeye,0.000618245935185187,0.02059747723018357,1.0,1.0,0,35,0.0,30.742857142857144,9.571428571428571,"[14, 16, 5, 0, 0]",3.8821510193869275,0.39255885403548146,0.020809009399885697,-4.302760601043701,2.8509678840637207,-0.5376927844115666
56000,legacy,shrink0,0.004702314277777784,-0.0010883977624646102,1.0,1.0,0,35,0.0,8.914285714285715,7.114285714285714,"[22, 12, 1, 0, 0]",4.891620763090997,0.45868709264613605,0.004047483839776509,-4.146869659423828,2.833921432495117,0.6152665232973439
56000,legacy,shrink75,0.0011289488888888892,0.17451999272706975,1.0,1.0,0,35,0.0,17.114285714285714,16.285714285714285,"[13, 17, 5, 0, 0]",4.57143427453837,0.4191942893295694,0.008148205560296499,-4.27666974067688,2.778834342956543,-0.3929752426488059
56000,recurrent,godeye,0.0006984785555555578,0.15304510895952106,1.0,1.0,0,35,0.0,40.74285714285714,15.514285714285714,"[8, 21, 6, 0, 0]",3.883930990678617,0.3446539223410409,0.028963308672512372,-4.316682815551758,3.443198323249817,-1.513778601373945
56000,recurrent,shrink0,0.005409957981481492,0.14923620074863875,1.0,1.0,0,35,0.0,27.65714285714286,27.4,"[20, 12, 3, 0, 0]",4.9861146254263256,0.29979960469672856,0.0026006367821914014,-4.293129920959473,2.984308958053589,-0.5119895133588995
56000,recurrent,shrink75,0.0013945828796296281,0.45087655407674965,1.0,1.0,0,35,0.05714285714285714,45.542857142857144,20.771428571428572,"[9, 21, 5, 0, 0]",4.369736173004093,0.3340291818107921,0.018746452921396324,-4.35283088684082,3.4438364505767822,-1.7797896936535835
64000,legacy,godeye,0.0006698787777777782,0.10583273053829845,1.0,1.0,0,35,0.02857142857142857,31.571428571428573,9.82857142857143,"[10, 20, 5, 0, 0]",3.976178919790636,0.29381757885860166,0.032026424864191,-3.3337788581848145,2.239206314086914,-0.39129620960780553
64000,legacy,shrink0,0.005107047805555572,0.08488905776881905,1.0,1.0,0,35,0.02857142857142857,22.514285714285716,12.4,"[31, 0, 4, 0, 0]",4.985667033316466,0.3195066407614599,0.004132784646546553,-3.2465457916259766,2.311110496520996,0.1087819972208568
64000,legacy,shrink75,0.0009435178055555572,-0.018396193994535515,1.0,1.0,0,35,0.0,35.68571428571428,12.314285714285715,"[9, 22, 4, 0, 0]",4.5648154572314406,0.28830942948979027,0.010303201581541604,-3.3121931552886963,2.233935594558716,-0.524565161551748
64000,recurrent,godeye,0.0006156242037037059,0.01626953525160335,1.0,1.0,0,35,0.0,34.542857142857144,11.914285714285715,"[21, 7, 7, 0, 0]",3.893342537008306,0.32810890102588175,0.02478016095153085,-4.177647113800049,3.1621235609054565,-1.7722290260451181
64000,recurrent,shrink0,0.004874233824074085,0.03543243417307029,1.0,1.0,0,35,0.0,22.142857142857142,20.485714285714284,"[20, 7, 8, 0, 0]",4.913753360467246,0.35087002682193114,0.004040669234933824,-4.269618988037109,3.305206775665283,-0.6164662523993424
64000,recurrent,shrink75,0.0011530370370370362,0.1995804820603071,1.0,1.0,0,35,0.0,33.34285714285714,14.2,"[13, 16, 6, 0, 0]",4.481600692468194,0.3313179478217643,0.011691527871158819,-4.17849588394165,3.403616189956665,-1.762519549046244
72000,legacy,godeye,0.0006227719722222229,0.028069037848638123,1.0,1.0,0,35,0.02857142857142857,28.514285714285716,9.742857142857142,"[13, 18, 4, 0, 0]",4.0198569816545024,0.24149902194424375,0.029978626683427396,-3.0503134727478027,1.8814818859100342,-0.2988865656512124
72000,legacy,shrink0,0.004370545703703712,-0.07156592400237616,1.0,1.0,0,35,0.0,11.657142857142857,7.457142857142857,"[26, 4, 5, 0, 0]",5.060702489748905,0.2625479331624193,0.0032810537054708167,-2.987794876098633,1.8788795471191406,0.47065951355866026
72000,legacy,shrink75,0.0010363971944444442,0.07823236043863746,1.0,1.0,0,35,0.0,20.6,13.942857142857143,"[14, 18, 3, 0, 0]",4.762344688854469,0.2536725737350634,0.007680102513207973,-3.026540994644165,1.8649165630340576,-0.2367465187396322
72000,recurrent,godeye,0.0006789931111111122,0.12087862906709246,1.0,1.0,0,35,0.05714285714285714,36.6,13.542857142857143,"[14, 13, 8, 0, 0]",3.9293925134003422,0.33115506704535813,0.032030388247233005,-3.947876214981079,3.730040192604065,-2.1290948595319477
72000,recurrent,shrink0,0.004637492935185198,-0.014858381511604457,1.0,1.0,0,35,0.0,23.17142857142857,23.0,"[18, 10, 7, 0, 0]",4.903455876755346,0.3548183156386294,0.002652904377096768,-4.304251194000244,3.1747238636016846,-1.2682479172945023
72000,recurrent,shrink75,0.0012518727592592594,0.3024058029301213,1.0,1.0,0,35,0.0,33.08571428571429,14.742857142857142,"[13, 16, 6, 0, 0]",4.501674208705826,0.3884751828923809,0.009262385264876142,-4.385564804077148,3.896876335144043,-2.3765221670269967
80000,legacy,godeye,0.0006206529444444468,0.024570956775883168,1.0,1.0,0,35,0.11428571428571428,35.17142857142857,8.857142857142858,"[14, 15, 6, 0, 0]",3.9797998424630903,0.22225209195660034,0.03705928359263095,-1.7824358940124512,1.7487279176712036,-0.5933465346693992
80000,legacy,shrink0,0.003902437361111105,-0.1710060777006771,1.0,1.0,0,35,0.0,15.0,12.657142857142857,"[20, 10, 5, 0, 0]",5.092201787212753,0.2231407097530573,0.002505649663646967,-1.7054132223129272,1.7202019691467285,0.061489851559911456
80000,legacy,shrink75,0.0012468019444444444,0.297130299815646,1.0,1.0,0,35,0.0,24.142857142857142,17.37142857142857,"[8, 23, 4, 0, 0]",4.7569775069438744,0.22540093215575366,0.007262850943682292,-1.7734527587890625,1.7408387660980225,-0.6870082495468003
80000,recurrent,godeye,0.0006702100925925945,0.10637966347376393,1.0,1.0,0,35,0.02857142857142857,40.6,15.914285714285715,"[15, 14, 6, 0, 0]",3.7879600668180013,0.40543082990095625,0.03909361837694988,-4.428836822509766,3.7632049322128296,-3.6199796191283635
80000,recurrent,shrink0,0.004977854879629633,0.057444632532439144,1.0,1.0,0,35,0.0,29.0,29.085714285714285,"[15, 15, 5, 0, 0]",4.795759715473406,0.44954536447624505,0.003151932110951109,-4.4286322593688965,3.6257705688476562,-2.607336071559361
80000,recurrent,shrink75,0.0013464221111111122,0.4007717299816842,1.0,1.0,0,35,0.02857142857142857,36.114285714285714,20.914285714285715,"[14, 13, 8, 0, 0]",4.380905398495174,0.44657360409583874,0.0133962128490319,-4.428840160369873,4.252931118011475,-3.683456914765494
88000,legacy,godeye,0.000644904879629631,0.06460593712805496,1.0,1.0,0,35,0.08571428571428572,40.48571428571429,14.457142857142857,"[16, 12, 7, 0, 0]",3.9186217387349975,0.2831846477327203,0.03832165755801719,-2.4294440746307373,2.435607671737671,-0.7969223188502448
88000,legacy,shrink0,0.004830333351851864,0.02610666637959813,1.0,1.0,0,35,0.0,42.285714285714285,30.6,"[13, 19, 3, 0, 0]",4.915000129726084,0.2931690518810611,0.0028203853393836227,-2.3650131225585938,2.460988998413086,-0.5017794583524976
88000,legacy,shrink75,0.0011427127870370383,0.1888394838147227,1.0,1.0,0,35,0.11428571428571428,44.02857142857143,14.885714285714286,"[16, 15, 4, 0, 0]",4.504473226371709,0.28454899085554064,0.02509717905621339,-2.390228271484375,2.44704008102417,-1.1334711300475258
88000,recurrent,godeye,0.0007082754907407424,0.16921784340959412,1.0,1.0,0,35,0.05714285714285714,35.457142857142856,12.0,"[16, 12, 7, 0, 0]",3.73538231977709,0.4961793946750689,0.03950809342418522,-4.339828014373779,4.410127639770508,-3.3511683044689042
88000,recurrent,shrink0,0.003342581277777781,-0.289936184067198,1.0,1.0,0,35,0.0,27.742857142857144,28.485714285714284,"[16, 12, 7, 0, 0]",4.6884008504049515,0.5518607638408132,0.00435073271353797,-4.963075637817383,4.226662635803223,-2.771859213284084
88000,recurrent,shrink75,0.0018522339166666645,0.9270011138177163,1.0,1.0,0,35,0.0,35.17142857142857,22.34285714285714,"[17, 12, 6, 0, 0]",4.320775200559203,0.5079347407893765,0.01228111330428363,-4.880887508392334,4.359565734863281,-3.945149346760341
96000,legacy,godeye,0.0006196017129629641,0.02283558879863179,1.0,1.0,0,35,0.08571428571428572,39.05714285714286,12.942857142857143,"[17, 12, 6, 0, 0]",3.7886225778591704,0.42318966767609334,0.03912969666389814,-2.9657790660858154,2.107545852661133,-0.7845653802156448
96000,legacy,shrink0,0.004869034851851873,0.03432801763140669,1.0,1.0,0,35,0.02857142857142857,37.34285714285714,12.742857142857142,"[27, 8, 0, 0, 0]",4.816199804353798,0.4283227552008029,0.004588345776287843,-2.8597450256347656,2.3399243354797363,-1.1241739068712506
96000,legacy,shrink75,0.001054254064814815,0.09681004049479847,1.0,1.0,0,35,0.08571428571428572,37.17142857142857,14.514285714285714,"[17, 15, 3, 0, 0]",4.471055754821317,0.429163754513206,0.01522352446976511,-2.908397674560547,2.093665361404419,-1.1433730474540165
96000,recurrent,godeye,0.0006053022222222227,-0.0007699431508918497,1.0,1.0,0,35,0.02857142857142857,33.08571428571429,13.6,"[13, 17, 5, 0, 0]",3.774284376041637,0.5034550178980095,0.026279474076616502,-4.294997692108154,5.26276969909668,-4.9565938147051
96000,recurrent,shrink0,0.004577935703703718,-0.027510111279039795,1.0,1.0,0,35,0.0,18.0,17.457142857142856,"[11, 17, 7, 0, 0]",4.70040956887859,0.6030578271156385,0.0023391647543173997,-4.1464524269104,5.068992614746094,-4.413254846845354
96000,recurrent,shrink75,0.0013106358981481506,0.363540972236438,1.0,1.0,0,35,0.02857142857142857,24.114285714285714,19.542857142857144,"[16, 14, 5, 0, 0]",4.418486814768289,0.5410560154096447,0.008192989071236818,-3.966311454772949,5.19688606262207,-5.102797160829817
104000,legacy,godeye,0.0006319980277777776,0.0432993668955477,1.0,1.0,0,35,0.11428571428571428,30.457142857142856,5.914285714285715,"[10, 17, 8, 0, 0]",3.7915002365388513,0.4359180265137273,0.041206291390482305,-2.8154780864715576,2.13714599609375,0.08757228084972926
104000,legacy,shrink0,0.004848729888888901,0.03001463875271937,1.0,1.0,0,35,0.0,13.257142857142858,13.057142857142857,"[14, 12, 9, 0, 0]",4.82078983005873,0.44343099025321625,0.0021930469950311488,-2.716796875,2.192342519760132,-0.32617881659950526
104000,legacy,shrink75,0.0012322827407407397,0.28202501453983353,1.0,1.0,0,35,0.02857142857142857,26.97142857142857,9.857142857142858,"[10, 19, 6, 0, 0]",4.452915142167929,0.4549401808790483,0.010325348755972304,-2.7816104888916016,2.7943413257598877,-0.16092005074024202
104000,recurrent,godeye,0.0006893592129629656,0.13799094116914246,1.0,1.0,0,35,0.02857142857142857,38.25714285714286,15.057142857142857,"[12, 12, 11, 0, 0]",3.669936002577465,0.5564725847881692,0.03379076661578939,-4.661113262176514,4.725780487060547,-4.702255687969071
104000,recurrent,shrink0,0.0050233786018518715,0.06711522697138039,1.0,1.0,0,35,0.02857142857142857,24.485714285714284,25.285714285714285,"[12, 18, 5, 0, 0]",4.685699992128885,0.6333719215782841,0.006743453212289074,-4.765246391296387,5.149177551269531,-4.825497422899518
104000,recurrent,shrink75,0.001509743203703702,0.5706854349969914,1.0,1.0,0,35,0.0,30.34285714285714,17.428571428571427,"[16, 15, 4, 0, 0]",4.242542203773027,0.6560152956145195,0.00933213493611707,-4.13359260559082,5.074025630950928,-5.419459419697523
112000,legacy,godeye,0.0006503924259259263,0.07366475270199846,1.0,1.0,0,35,0.08571428571428572,53.22857142857143,21.97142857142857,"[17, 11, 7, 0, 0]",3.5512428433121457,0.6164724162019595,0.053161078941581764,-3.6333768367767334,2.7374439239501953,-0.1627236762217113
112000,legacy,shrink0,0.005254274212962979,0.11616433156538664,1.0,1.0,0,35,0.0,68.17142857142858,35.885714285714286,"[27, 8, 0, 0, 0]",4.53857681878119,0.6319492415325678,0.005507374360304226,-3.6225337982177734,2.7975292205810547,-0.835412680889879
112000,legacy,shrink75,0.0018084371111111136,0.8814364082328585,1.0,1.0,0,35,0.11428571428571428,58.08571428571429,27.6,"[16, 16, 3, 0, 0]",3.998541484702762,0.6260018575011941,0.04179243946337872,-3.5856094360351562,2.7386865615844727,-0.6263382485934667
112000,recurrent,godeye,0.0006325755925925948,0.04425280817092414,1.0,1.0,0,35,0.05714285714285714,33.628571428571426,16.257142857142856,"[14, 13, 8, 0, 0]",3.5158413285344188,0.8120381516567671,0.023415235456643584,-4.258944511413574,5.794763565063477,-4.610585768307958
112000,recurrent,shrink0,0.005091113500000003,0.08150413669532197,1.0,1.0,0,35,0.02857142857142857,33.77142857142857,32.8,"[14, 15, 6, 0, 0]",4.46121859438042,0.7693948290229299,0.006024996764083227,-4.3230881690979,5.524143218994141,-4.419179827826364
112000,recurrent,shrink75,0.0014649482407407411,0.5240822804243805,1.0,1.0,0,35,0.02857142857142857,30.485714285714284,20.114285714285714,"[17, 13, 5, 0, 0]",4.186493563653572,0.7575616589955929,0.011943197335308726,-4.2590861320495605,5.725959777832031,-5.006766806755747
120000,legacy,godeye,0.0007008451851851869,0.1569519300028559,1.0,1.0,0,35,0.08571428571428572,50.31428571428572,15.685714285714285,"[18, 10, 7, 0, 0]",3.4984882328000912,0.6716788088640511,0.0487745363758357,-3.591348171234131,3.170470714569092,0.029752974425043377
120000,legacy,shrink0,0.004133993333333341,-0.12181669273904638,1.0,1.0,0,35,0.0,49.0,38.05714285714286,"[14, 19, 2, 0, 0]",4.483061685358491,0.7325041411568933,0.0023926873614693823,-3.58294677734375,3.109394073486328,-0.2939021826854774
120000,legacy,shrink75,0.001367952175925926,0.42317087649627627,1.0,1.0,0,35,0.02857142857142857,51.65714285714286,17.685714285714287,"[19, 12, 4, 0, 0]",4.0661088052059675,0.7014443420297681,0.019770886574606746,-3.6289050579071045,3.0603418350219727,-0.4798645011016301
120000,recurrent,godeye,0.0007111039907407423,0.173887117884453,1.0,1.0,0,35,0.05714285714285714,38.22857142857143,15.742857142857142,"[17, 10, 8, 0, 0]",3.4429193334416897,0.7501279134442586,0.038673172168954495,-5.050900936126709,5.57084059715271,-3.8724919501159873
120000,recurrent,shrink0,0.004399178601851857,-0.06548344365838177,1.0,1.0,0,35,0.0,32.57142857142857,27.771428571428572,"[19, 10, 6, 0, 0]",4.412213043703338,0.8339430421540452,0.0036963785412924563,-5.093216419219971,5.216501235961914,-4.226457391466413
120000,recurrent,shrink75,0.0016598574259259267,0.7268591616625124,1.0,1.0,0,35,0.0,29.6,22.942857142857143,"[15, 16, 4, 0, 0]",3.9545768572704554,0.9247415407370192,0.01548028779759242,-5.043808937072754,5.538309097290039,-4.172519338450262
